scraped_at_utc,full_address,vehicle_type,total_available,total_spaces_manual,capacity_est,occupied_est,occupancy_pct_est,booking_amount_label,price_daily_usd,price_weekly_usd,price_monthly_usd,reviews_count,review_rating
2026-07-03T20:41:14Z,"10455 Reiger Rd, Baton Rouge, LA 70809",Bobtail / Box Truck,3,,3,0,0.0,,10.00,55.00,250.00,,
2026-07-04T02:48:57Z,"10455 Reiger Rd, Baton Rouge, LA 70809",Bobtail / Box Truck,3,,3,0,0.0,,10.00,55.00,250.00,,
2026-07-04T02:57:29Z,"10455 Reiger Rd, Baton Rouge, LA 70809",Bobtail / Box Truck,3,,3,0,0.0,,10.00,55.00,250.00,,
2026-07-04T03:59:22Z,"10455 Reiger Rd, Baton Rouge, LA 70809",Bobtail / Box Truck,3,,3,0,0.0,,10.00,55.00,250.00,,
2026-07-04T06:38:09Z,"10455 Reiger Rd, Baton Rouge, LA 70809",Bobtail / Box Truck,3,,3,0,0.0,,10.00,55.00,250.00,,
2026-07-04T09:57:00Z,"10455 Reiger Rd, Baton Rouge, LA 70809",Bobtail / Box Truck,3,,3,0,0.0,,10.00,55.00,250.00,,
2026-07-04T11:19:56Z,"10455 Reiger Rd, Baton Rouge, LA 70809",Bobtail / Box Truck,3,,3,0,0.0,,10.00,55.00,250.00,,
2026-07-04T12:53:05Z,"10455 Reiger Rd, Baton Rouge, LA 70809",Bobtail / Box Truck,3,,3,0,0.0,,10.00,55.00,250.00,,
2026-07-04T14:55:58Z,"10455 Reiger Rd, Baton Rouge, LA 70809",Bobtail / Box Truck,3,,3,0,0.0,,10.00,55.00,250.00,,
2026-07-04T16:48:20Z,"10455 Reiger Rd, Baton Rouge, LA 70809",Bobtail / Box Truck,3,,3,0,0.0,,10.00,55.00,250.00,,
2026-07-04T18:50:31Z,"10455 Reiger Rd, Baton Rouge, LA 70809",Bobtail / Box Truck,3,,3,0,0.0,,10.00,55.00,250.00,,
2026-07-04T20:40:51Z,"10455 Reiger Rd, Baton Rouge, LA 70809",Bobtail / Box Truck,3,,3,0,0.0,,10.00,55.00,250.00,,
2026-07-04T22:43:34Z,"10455 Reiger Rd, Baton Rouge, LA 70809",Bobtail / Box Truck,3,,3,0,0.0,,10.00,55.00,250.00,,
